39746,737.813,276.897602,183.370946,1.510040756,0.749297283,40165,224.9581715,0.698818482,0.989568032,0.917509746,0.81242369,0.006966678,0.001872129,0.660032252,0.996675601
66500,1038.45,424.1090453,202.017289,2.099370046,0.879264764,67430,290.9818374,0.633152433,0.986207919,0.774926171,0.686101465,0.00637758,0.000871744,0.470735221,0.988247422
68377,1089.552,405.3128841,222.2934632,1.823323449,0.83618398,72153,295.059825,0.62283778,0.947666764,0.723809005,0.727980374,0.00592762,0.001026925,0.529955425,0.966280154
57929,917.333,330.4535312,223.8870374,1.475983313,0.735509477,58707,271.5833087,0.799152963,0.986747747,0.865071216,0.821850224,0.005704458,0.001605332,0.675437791,0.996934909
74155,1093.586,393.0563417,240.7041059,1.632944067,0.790555154,75479,307.2736215,0.800464162,0.982458697,0.779191883,0.781754646,0.00530047,0.00122117,0.611140327,0.997957972
44828,800.491,302.9480844,190.0700505,1.593875961,0.778696019,45542,238.9074765,0.68385404,0.984322164,0.879116275,0.788608639,0.00675801,0.001612296,0.621903585,0.991237174
49946,836.653,309.7136514,205.539636,1.506831759,0.748048471,50482,252.1769662,0.78096757,0.989382354,0.896643556,0.81422619,0.00620097,0.001681201,0.662964288,0.998975644
79992,1119.069,402.4864413,253.8281261,1.585665259,0.776067275,81244,319.1378662,0.715108171,0.984589631,0.802680456,0.792915819,0.005031584,0.001226854,0.628715496,0.99693232
46962,817.837,307.4881494,195.4133679,1.573526687,0.772088423,47650,244.5278624,0.803057508,0.985561385,0.88231353,0.795243208,0.006547595,0.001615331,0.63241176,0.995116782
33844,669.837,239.1680949,180.3396663,1.326209036,0.656841191,34202,207.5849685,0.763800497,0.989532776,0.947879835,0.867945905,0.00706678,0.002473842,0.753330093,0.999073177
45982,803.092,261.3146512,224.2230512,1.165422778,0.513553275,46659,241.9630152,0.77270283,0.985490473,0.895915647,0.925945079,0.005682977,0.002576894,0.857374289,0.999203525
71775,1027.656,353.4174388,259.7694409,1.36050429,0.678043723,72769,302.3024451,0.815032249,0.986340337,0.854058345,0.855369351,0.004923963,0.001625958,0.731656726,0.995422114
51025,900.15,374.270698,175.1092368,2.137355543,0.883798421,51785,254.8863428,0.748946851,0.985323936,0.791339977,0.681021368,0.007335046,0.000973253,0.463790104,0.99128435
27997,625.831,232.5541663,153.9486055,1.510596121,0.749512391,28322,188.8038335,0.707173529,0.988524822,0.898270667,0.811870355,0.008306396,0.002226072,0.659133473,0.995684467
27566,705.665,237.1318271,148.4305543,1.597594433,0.779870343,28466,187.344926,0.702390052,0.968383335,0.695643066,0.790045471,0.00860233,0.002067303,0.624171846,0.997173466
34997,711.706,267.9497519,167.3078882,1.601536872,0.781104568,35509,211.0913649,0.818604978,0.98558112,0.868239275,0.787802054,0.007656363,0.001819159,0.620632076,0.993965154
41236,768.33,277.4306179,190.7383409,1.454508918,0.726168027,41913,229.1359986,0.812371946,0.983847494,0.877790373,0.825921812,0.006727874,0.001931138,0.68214684,0.992188662
33423,659.036,224.1680528,189.9810797,1.179949356,0.530804973,33707,206.289809,0.772982724,0.99157445,0.967023472,0.920246246,0.006707,0.002967046,0.846853153,0.999243833
28443,633.041,239.4586552,151.6301451,1.579228557,0.773971392,28840,190.3017403,0.762792319,0.986234397,0.891911139,0.794716483,0.008418896,0.002071494,0.631574289,0.997400153
45116,796.691,293.5128954,196.2453819,1.495642305,0.743614094,45643,239.673685,0.800553623,0.98845387,0.893224506,0.816569523,0.006505738,0.001784223,0.666785786,0.99727303
27176,602.499,222.5865143,155.7506438,1.42912099,0.714406594,27459,186.0149399,0.792464935,0.989693725,0.940768434,0.835697259,0.008190555,0.002464274,0.698389909,0.998083678
58780,954.296,394.4980528,190.2770957,2.07328187,0.875991201,59375,273.5708691,0.689938495,0.989978947,0.811097829,0.693465702,0.006711433,0.000957403,0.48089468,0.997030221
43346,787.501,293.1298791,189.8997002,1.543603696,0.761780961,43954,234.9251824,0.789400838,0.986167357,0.878327869,0.801437175,0.006762559,0.001720952,0.642301546,0.991459041
46299,806.762,308.1820154,191.7478465,1.607225431,0.782866072,46772,242.7956295,0.815467803,0.989887112,0.893903437,0.787831922,0.006656343,0.001581793,0.620679137,0.997571294
49544,842.662,327.3932803,193.6279415,1.690836961,0.806361422,50024,251.1600685,0.821747856,0.990404606,0.876787019,0.767150958,0.006608132,0.001411828,0.588520592,0.995092369
27494,618.455,232.5689148,150.7585688,1.542658018,0.761443051,27792,187.1001017,0.709614144,0.98927749,0.90329911,0.804493162,0.008458897,0.002185662,0.647209248,0.998422535
61559,972.702,363.4118102,216.014883,1.682346166,0.80416363,62400,279.9631282,0.774560874,0.986522436,0.817601732,0.770374326,0.005903472,0.001282609,0.593476601,0.998433085
47747,827.421,308.6421312,198.9583091,1.551290482,0.764499268,48419,246.5631127,0.81202381,0.986121151,0.876401022,0.798864082,0.006464116,0.001623979,0.638183821,0.990008487
57617,901.703,344.4109267,213.7818121,1.61103942,0.784034479,58093,270.8509606,0.819004975,0.991806242,0.890499083,0.786418025,0.005977592,0.001410327,0.618453309,0.996352661
